[Thu Apr 18 19:42:10 2024] ThreadID[37844]	Start Program. 
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.123
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -8.047800 Y 1.989100 Z -10.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.124
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.047800 Y 1.989100 Z -10.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.125
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.090900 Y 1.989100 Z -8.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.126
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -4.047800 Y 1.989100 Z -8.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.127
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -6.047800 Y 1.989100 Z -8.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.128
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -8.047800 Y 1.989100 Z -8.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.129
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.047800 Y 1.989100 Z -8.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.131
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -12.065300 Y 1.989100 Z -15.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.133
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -12.065300 Y 1.989100 Z -13.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.130
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -12.065300 Y 1.989100 Z -15.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.135
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -16.065300 Y 1.989100 Z -13.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.136
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -14.065300 Y 1.989100 Z -13.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.132
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -14.065300 Y 1.989100 Z -15.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.137
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -12.065300 Y 1.989100 Z -17.629601
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.138
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -14.665300 Y 1.989100 Z -17.629601
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.134
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.165300 Y -0.010900 Z -24.952999
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.139
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -4.165300 Y -0.010900 Z -24.952999
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.140
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.265300 Y -0.010900 Z -22.952999
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.141
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -4.265300 Y -0.010900 Z -22.853001
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.142
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -5.768500 Y -0.010900 Z -24.952999
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.143
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -5.865300 Y -0.010900 Z -22.853001
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.144
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 3.268800 Y 0.000000 Z -21.938700
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.145
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 4.813700 Y 0.000000 Z -21.938700
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.146
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 3.268800 Y 0.000000 Z -23.938700
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.105
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.734700 Y -0.010900 Z -24.952999
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.147
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -18.047800 Y -0.010900 Z -5.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.148
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -18.047800 Y -0.010900 Z -7.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.149
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -20.047800 Y -0.010900 Z -5.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.150
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -20.047800 Y -0.010900 Z -7.796900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.151
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -16.065300 Y 1.989100 Z -13.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.109
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -16.065300 Y 1.989100 Z -13.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Floor_Standard.152
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -16.065300 Y 1.989100 Z -15.829600
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Floor_Standard.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.203900 Y 0.000000 Z -0.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.002
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.203900 Y 2.000000 Z -0.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.005
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.196100 Y 0.000000 Z -0.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.007
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.196100 Y 2.000000 Z -0.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.009
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.203900 Y 0.000000 Z -6.843900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.011
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.203900 Y 2.000000 Z -6.843900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.012
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.196100 Y 0.000000 Z -6.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.014
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.196100 Y 2.000000 Z -6.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.001
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.250400 Y 0.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.003
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.250400 Y 2.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.004
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.303000 Y 0.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.006
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.303000 Y 2.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.008
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.250400 Y 0.000000 Z -10.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.010
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.250400 Y 2.000000 Z -10.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.013
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.303000 Y 0.000000 Z -10.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.015
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.303000 Y 2.000000 Z -10.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.016
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.250400 Y 2.000000 Z -12.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.017
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.303000 Y 2.000000 Z -12.875900
